1_f1-score,1_precision,1_recall,1_support,2_f1-score,2_precision,2_recall,2_support,3_f1-score,3_precision,3_recall,3_support,4_f1-score,4_precision,4_recall,4_support,5_f1-score,5_precision,5_recall,5_support,accuracy,description,file,macro avg_f1-score,macro avg_precision,macro avg_recall,macro avg_support,model_name,parm,predict_time_min,score_time_min,status,status_date,test_examples,test_features,total_time_min,train_examples,train_features,train_time_min,weighted avg_f1-score,weighted avg_precision,weighted avg_recall,weighted avg_support,file_load_min,message
0,0,0,3968,0,0,0,1871,0,0,0,2531,0,0,0,4752,0.694125874,0.53154118,1,14889,0.53154118,review_body-bow-df_default-ngram1-112043-47308-lda20,review_body-bow-df_default-ngram1-112043-47308-lda20.csv,0.138825175,0.106308236,0.2,28011,RN,"{'n_jobs': 6, 'radius': 30}",5.6,0,success,5/24/19 2:44,28011,20,5.6,84032,20,0,0.368956486,0.282536026,0.53154118,28011,,
0.576669802,0.540564374,0.617943548,3968,0,0,0,1871,0.061686086,0.23255814,0.035559068,2531,0.00251046,0.214285714,0.001262626,4752,0.751534955,0.618386817,0.957754047,14889,0.60004998,review_body-bow-df_default-ngram1-112043-47308-lda20,review_body-bow-df_default-ngram1-112043-47308-lda20.csv,0.278480261,0.321159009,0.322503858,28011,LR,"{'n_jobs': 6, 'c': 1, 'max_iter': 300}",0,0,success,5/24/19 2:44,28011,20,0.1,84032,20,0.1,0.487161719,0.462640074,0.60004998,28011,,
0.473014399,0.374577019,0.641633065,3968,0.115537849,0.152497809,0.092998397,1871,0.120418848,0.178432894,0.090873173,2531,0.160440197,0.257195915,0.116582492,4752,0.724388464,0.686470235,0.766740547,14889,0.532647888,review_body-bow-df_95-ngram1-112043-147,review_body-bow-df_95-ngram1-112043-147.csv,0.318759951,0.329834774,0.341765534,28011,KNN,"{'n_jobs': 6, 'n_neighbors': 5}",2.14,0,success,5/25/19 1:44,28011,147,2.36,84032,147,0.2,0.497865275,0.487890792,0.532647888,28011,0.02,
,,,,,,,,,,,,,,,,,,,,,review_body-bow-df_95-ngram1-112043-147,review_body-bow-df_95-ngram1-112043-147.csv,,,,,RN,"{'n_jobs': 6, 'radius': 30}",,,failed,5/25/19 1:47,,,,,,,,,,,0.02,"No neighbors found for test samples [2407, 3178, 4262, 11477, 13595, 13644, 13774, 16170, 20138, 24085], you can try using larger radius, give a label for outliers, or consider removing them from your dataset."
0.586708707,0.565451145,0.609627016,3968,0.053588517,0.255707763,0.029930518,1871,0.110684581,0.290756303,0.06835243,2531,0.137812231,0.379867047,0.084175084,4752,0.764140933,0.642229946,0.943179529,14889,0.610153154,review_body-bow-df_95-ngram1-112043-147,review_body-bow-df_95-ngram1-112043-147.csv,0.330586994,0.426802441,0.347052915,28011,LR,"{'n_jobs': 6, 'c': 1, 'max_iter': 300}",0,0,success,5/25/19 1:48,28011,147,0.25,84032,147,0.23,0.526244869,0.529268268,0.610153154,28011,0.02,
0.470610293,0.374682788,0.632560484,3968,0.110121991,0.143717728,0.089257082,1871,0.120292887,0.177880897,0.090873173,2531,0.165286855,0.266760431,0.119739057,4752,0.726220226,0.686378857,0.770971858,14889,0.533897397,review_body-bow-df_95-ngram12-112043-157,review_body-bow-df_95-ngram12-112043-157.csv,0.318506451,0.32988414,0.340680331,28011,KNN,"{'n_jobs': 6, 'n_neighbors': 5}",1.95,0,success,5/25/19 1:50,28011,157,2.16,84032,157,0.19,0.498947459,0.488843458,0.533897397,28011,0.02,
,,,,,,,,,,,,,,,,,,,,,review_body-bow-df_95-ngram12-112043-157,review_body-bow-df_95-ngram12-112043-157.csv,,,,,RN,"{'n_jobs': 6, 'radius': 30}",,,failed,5/25/19 1:53,,,,,,,,,,,0.02,"No neighbors found for test samples [2407, 3178, 4262, 11477, 13595, 13644, 13774, 16170, 20138, 24085], you can try using larger radius, give a label for outliers, or consider removing them from your dataset."
0.588509127,0.572586412,0.605342742,3968,0.06121473,0.290909091,0.034206307,1871,0.11318328,0.303972366,0.069537732,2531,0.141635306,0.378427788,0.087121212,4752,0.763935673,0.641381198,0.944388475,14889,0.611081361,review_body-bow-df_95-ngram12-112043-157,review_body-bow-df_95-ngram12-112043-157.csv,0.333695623,0.437455371,0.348119294,28011,LR,"{'n_jobs': 6, 'c': 1, 'max_iter': 300}",0,0,success,5/25/19 1:53,28011,157,0.39,84032,157,0.37,0.527774555,0.533129176,0.611081361,28011,0.02,
0.470610293,0.374682788,0.632560484,3968,0.110121991,0.143717728,0.089257082,1871,0.120292887,0.177880897,0.090873173,2531,0.165286855,0.266760431,0.119739057,4752,0.726220226,0.686378857,0.770971858,14889,0.533897397,review_body-bow-df_95-ngram13-112043-157,review_body-bow-df_95-ngram13-112043-157.csv,0.318506451,0.32988414,0.340680331,28011,KNN,"{'n_jobs': 6, 'n_neighbors': 5}",1.86,0,success,5/25/19 1:55,28011,157,2.07,84032,157,0.19,0.498947459,0.488843458,0.533897397,28011,0.02,
,,,,,,,,,,,,,,,,,,,,,review_body-bow-df_95-ngram13-112043-157,review_body-bow-df_95-ngram13-112043-157.csv,,,,,RN,"{'n_jobs': 6, 'radius': 30}",,,failed,5/25/19 1:58,,,,,,,,,,,0.02,"No neighbors found for test samples [2407, 3178, 4262, 11477, 13595, 13644, 13774, 16170, 20138, 24085], you can try using larger radius, give a label for outliers, or consider removing them from your dataset."
0.588509127,0.572586412,0.605342742,3968,0.06121473,0.290909091,0.034206307,1871,0.11318328,0.303972366,0.069537732,2531,0.141635306,0.378427788,0.087121212,4752,0.763935673,0.641381198,0.944388475,14889,0.611081361,review_body-bow-df_95-ngram13-112043-157,review_body-bow-df_95-ngram13-112043-157.csv,0.333695623,0.437455371,0.348119294,28011,LR,"{'n_jobs': 6, 'c': 1, 'max_iter': 300}",0,0,success,5/25/19 1:59,28011,157,0.4,84032,157,0.38,0.527774555,0.533129176,0.611081361,28011,0.02,
0.48314153,0.402997642,0.603074597,3968,0.107526882,0.153162055,0.082843399,1871,0.136057812,0.184210526,0.107862505,2531,0.194543952,0.281723863,0.148569024,4752,0.729366122,0.682715399,0.782859829,14889,0.542037057,review_body-tfidf-df_95-ngram11-112043-147,review_body-tfidf-df_95-ngram11-112043-147.csv,0.33012726,0.340961897,0.345041871,28011,KNN,"{'n_jobs': 6, 'n_neighbors': 5}",1.93,0,success,5/25/19 2:01,28011,147,2.31,84032,147,0.35,0.508609324,0.494648497,0.542037057,28011,0.03,
0,0,0,3968,0,0,0,1871,0,0,0,2531,0,0,0,4752,0.694125874,0.53154118,1,14889,0.53154118,review_body-tfidf-df_95-ngram11-112043-147,review_body-tfidf-df_95-ngram11-112043-147.csv,0.138825175,0.106308236,0.2,28011,RN,"{'n_jobs': 6, 'radius': 30}",6.88,0,success,5/25/19 2:08,28011,147,7.27,84032,147,0.36,0.368956486,0.282536026,0.53154118,28011,0.03,
0.594413666,0.548339012,0.648941532,3968,0.03898051,0.3,0.020844468,1871,0.140878989,0.295828066,0.092453576,2531,0.190962797,0.395764394,0.125841751,4752,0.772783182,0.661878083,0.928336356,14889,0.6164721,review_body-tfidf-df_95-ngram11-112043-147,review_body-tfidf-df_95-ngram11-112043-147.csv,0.347603829,0.440361911,0.363283537,28011,LR,"{'n_jobs': 6, 'c': 1, 'max_iter': 300}",0,0,success,5/25/19 2:09,28011,147,0.28,84032,147,0.25,0.542699464,0.543401707,0.6164721,28011,0.03,
0.487873321,0.404991681,0.613407258,3968,0.109747785,0.151458137,0.086050241,1871,0.13283208,0.181631254,0.104701699,2531,0.187673515,0.275693312,0.142255892,4752,0.731419977,0.685499501,0.783934448,14889,0.542929563,review_body-tfidf-df_95-ngram12-112043-157,review_body-tfidf-df_95-ngram12-112043-157.csv,0.329909336,0.339854777,0.346069908,28011,KNN,"{'n_jobs': 6, 'n_neighbors': 5}",2.03,0,success,5/25/19 2:11,28011,157,2.41,84032,157,0.35,0.509062655,0.495040897,0.542929563,28011,0.03,
0,0,0,3968,0,0,0,1871,0,0,0,2531,0,0,0,4752,0.694125874,0.53154118,1,14889,0.53154118,review_body-tfidf-df_95-ngram12-112043-157,review_body-tfidf-df_95-ngram12-112043-157.csv,0.138825175,0.106308236,0.2,28011,RN,"{'n_jobs': 6, 'radius': 30}",6.9,0,success,5/25/19 2:18,28011,157,7.29,84032,157,0.36,0.368956486,0.282536026,0.53154118,28011,0.03,
0.596649336,0.550885428,0.650705645,3968,0.037924152,0.285714286,0.020309995,1871,0.14,0.300390117,0.091268273,2531,0.195985459,0.393650794,0.13047138,4752,0.773505709,0.66297309,0.928269192,14889,0.617328907,review_body-tfidf-df_95-ngram12-112043-157,review_body-tfidf-df_95-ngram12-112043-157.csv,0.348812931,0.438722743,0.364204897,28011,LR,"{'n_jobs': 6, 'c': 1, 'max_iter': 300}",0,0,success,5/25/19 2:19,28011,157,0.44,84032,157,0.41,0.544102319,0.5434439,0.617328907,28011,0.03,
0.487873321,0.404991681,0.613407258,3968,0.109747785,0.151458137,0.086050241,1871,0.13283208,0.181631254,0.104701699,2531,0.187673515,0.275693312,0.142255892,4752,0.731419977,0.685499501,0.783934448,14889,0.542929563,review_body-tfidf-df_95-ngram13-112043-157,review_body-tfidf-df_95-ngram13-112043-157.csv,0.329909336,0.339854777,0.346069908,28011,KNN,"{'n_jobs': 6, 'n_neighbors': 5}",2.17,0,success,5/25/19 2:21,28011,157,2.62,84032,157,0.41,0.509062655,0.495040897,0.542929563,28011,0.04,
0,0,0,3968,0,0,0,1871,0,0,0,2531,0,0,0,4752,0.694125874,0.53154118,1,14889,0.53154118,review_body-tfidf-df_95-ngram13-112043-157,review_body-tfidf-df_95-ngram13-112043-157.csv,0.138825175,0.106308236,0.2,28011,RN,"{'n_jobs': 6, 'radius': 30}",6.15,0,success,5/25/19 2:28,28011,157,6.6,84032,157,0.41,0.368956486,0.282536026,0.53154118,28011,0.04,
0.596649336,0.550885428,0.650705645,3968,0.037924152,0.285714286,0.020309995,1871,0.14,0.300390117,0.091268273,2531,0.195985459,0.393650794,0.13047138,4752,0.773505709,0.66297309,0.928269192,14889,0.617328907,review_body-tfidf-df_95-ngram13-112043-157,review_body-tfidf-df_95-ngram13-112043-157.csv,0.348812931,0.438722743,0.364204897,28011,LR,"{'n_jobs': 6, 'c': 1, 'max_iter': 300}",0,0,success,5/25/19 2:28,28011,157,0.45,84032,157,0.41,0.544102319,0.5434439,0.617328907,28011,0.04,
