1_f1-score,1_precision,1_recall,1_support,2_f1-score,2_precision,2_recall,2_support,3_f1-score,3_precision,3_recall,3_support,4_f1-score,4_precision,4_recall,4_support,5_f1-score,5_precision,5_recall,5_support,accuracy,description,file,file_load_time_min,macro avg_f1-score,macro avg_precision,macro avg_recall,macro avg_support,message,model_name,param,predict_time_min,smote_time_min,status,status_date,test_examples,test_features,total_time_min,train_examples,train_features,train_time_min,weighted avg_f1-score,weighted avg_precision,weighted avg_recall,weighted avg_support
0.4444444444444445,0.4666666666666667,0.42424242424242425,33.0,0.14285714285714285,0.2,0.1111111111111111,18.0,0.17142857142857143,0.2727272727272727,0.125,24.0,0.10169491525423728,0.13043478260869565,0.08333333333333333,36.0,0.7395498392282959,0.6609195402298851,0.8394160583941606,137.0,0.5524193548387096,review_body-bow-df_default-ngram11-992-3342-lda20-smote,review_body-bow-df_default-ngram11-992-3342-lda20.csv,0.01,0.31999498264253834,0.34614965244650403,0.31662058541620586,248.0,,lGBM,,0.01,0.01,success,2019-06-01 17:04:20,248.0,3342.0,0.32000000000000006,963.0,3342.0,0.03,0.5094021204669759,0.48704469246315263,0.5524193548387096,248.0
0.4666666666666667,0.5185185185185185,0.42424242424242425,33.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,24.0,0.04,0.07142857142857142,0.027777777777777776,36.0,0.7655786350148367,0.645,0.9416058394160584,137.0,0.5806451612903226,review_body-bow-df_default-ngram11-992-3342-lda20-smote,review_body-bow-df_default-ngram11-992-3342-lda20.csv,0.01,0.25444906033630066,0.24698941798941795,0.2787252082872521,248.0,,XGB,"{'n_jobs': -1, 'verbosity': 1, 'seed': 1}",0.0,0.01,success,2019-06-01 17:04:58,248.0,3342.0,3.21,963.0,3342.0,0.76,0.4908236814396477,0.43567556323604717,0.5806451612903226,248.0
0.5245901639344263,0.5714285714285714,0.48484848484848486,33.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,36.0,0.7647058823529411,0.6403940886699507,0.948905109489051,137.0,0.5887096774193549,review_body-bow-df_default-ngram11-992-3342-lda20-smote,review_body-bow-df_default-ngram11-992-3342-lda20.csv,0.01,0.2578592092574735,0.24236453201970445,0.2867507188675072,248.0,,CB,{'random_seed': 1},0.0,0.01,success,2019-06-01 17:07:53,248.0,3342.0,16.409999999999997,963.0,3342.0,3.51,0.49224266650076204,0.42980295566502463,0.5887096774193549,248.0
0.46874999999999994,0.4838709677419355,0.45454545454545453,33.0,0.08,0.14285714285714285,0.05555555555555555,18.0,0.09523809523809525,0.1111111111111111,0.08333333333333333,24.0,0.034482758620689655,0.045454545454545456,0.027777777777777776,36.0,0.762214983713355,0.6882352941176471,0.8540145985401459,137.0,0.5483870967741935,review_body-bow-df_default-ngram11-992-3342-lda20-smote,review_body-bow-df_default-ngram11-992-3342-lda20.csv,0.01,0.28813716751442797,0.2943058122564764,0.29504534395045345,248.0,,LR100,"{'n_jobs': -1, 'c': 1, 'max_iter': 100, 'verbose': 1}",0.0,0.01,success,2019-06-01 17:07:55,248.0,3342.0,0.29000000000000004,963.0,3342.0,0.03,0.5034649046967289,0.4723001455808886,0.5483870967741935,248.0
0.5074626865671642,0.5,0.5151515151515151,33.0,0.07692307692307691,0.125,0.05555555555555555,18.0,0.13333333333333333,0.14285714285714285,0.125,24.0,0.16901408450704225,0.17142857142857143,0.16666666666666666,36.0,0.7456445993031359,0.7133333333333334,0.781021897810219,137.0,0.5403225806451613,review_body-bow-df_default-ngram11-992-3342-lda20-smote,review_body-bow-df_default-ngram11-992-3342-lda20.csv,0.01,0.3264755561267505,0.33052380952380955,0.3286791270367913,248.0,,LRB100,"{'n_jobs': -1, 'c': 1, 'class_weight': 'balanced', 'max_iter': 100, 'verbose': 1}",0.0,0.01,success,2019-06-01 17:07:57,248.0,3342.0,0.27,963.0,3342.0,0.04,0.5224544402746569,0.5083736559139785,0.5403225806451613,248.0
0.35616438356164376,0.325,0.3939393939393939,33.0,0.07407407407407407,0.1111111111111111,0.05555555555555555,18.0,0.2,0.19230769230769232,0.20833333333333334,24.0,0.14285714285714285,0.11290322580645161,0.19444444444444445,36.0,0.6693548387096774,0.7477477477477478,0.6058394160583942,137.0,0.43951612903225806,review_body-bow-df_default-ngram11-992-3342-lda20-smote,review_body-bow-df_default-ngram11-992-3342-lda20.csv,0.01,0.28849008784050756,0.29781395539460054,0.2916224286662243,248.0,,KNN,"{'n_jobs': -1, 'n_neighbors': 5}",0.01,0.01,success,2019-06-01 17:07:57,248.0,3342.0,0.13999999999999999,963.0,3342.0,0.0,0.46262591950383275,0.49938041203975125,0.43951612903225806,248.0
0.30434782608695654,0.5384615384615384,0.21212121212121213,33.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,24.0,0.2222222222222222,0.3333333333333333,0.16666666666666666,36.0,0.7492795389048991,0.6190476190476191,0.948905109489051,137.0,0.5766129032258065,review_body-tfidf-df_default-ngram11-992-3342-lda20-smote,review_body-tfidf-df_default-ngram11-992-3342-lda20.csv,0.02,0.2551699174428156,0.29816849816849816,0.265538597655386,248.0,,RF,"{'n_jobs': -1, 'verbose': 1}",0.0,0.01,success,2019-06-01 17:07:57,248.0,3342.0,0.11,963.0,3342.0,0.0,0.486672480205003,0.4620111071723975,0.5766129032258065,248.0
0.4210526315789474,0.5,0.36363636363636365,33.0,0.09523809523809525,0.3333333333333333,0.05555555555555555,18.0,0.11764705882352941,0.2,0.08333333333333333,24.0,0.163265306122449,0.3076923076923077,0.1111111111111111,36.0,0.764179104477612,0.6464646464646465,0.9343065693430657,137.0,0.592741935483871,review_body-tfidf-df_default-ngram11-992-3342-lda20-smote,review_body-tfidf-df_default-ngram11-992-3342-lda20.csv,0.02,0.31227643924812665,0.39749805749805744,0.3095885865958859,248.0,,GB,,0.0,0.01,success,2019-06-01 17:08:41,248.0,3342.0,1.83,963.0,3342.0,0.86,0.5201719367015996,0.5118652404942727,0.592741935483871,248.0
0.46874999999999994,0.4838709677419355,0.45454545454545453,33.0,0.0,0.0,0.0,18.0,0.05128205128205127,0.06666666666666667,0.041666666666666664,24.0,0.10169491525423728,0.13043478260869565,0.08333333333333333,36.0,0.7483870967741935,0.6705202312138728,0.8467153284671532,137.0,0.5443548387096774,review_body-tfidf-df_default-ngram11-992-3342-lda20-smote,review_body-tfidf-df_default-ngram11-992-3342-lda20.csv,0.02,0.2740228126620964,0.27029852964623413,0.28525215660252157,248.0,,lGBM,,0.01,0.01,success,2019-06-01 17:08:43,248.0,3342.0,0.18000000000000002,963.0,3342.0,0.03,0.4955224533789769,0.46018010397458664,0.5443548387096774,248.0
0.45161290322580644,0.4827586206896552,0.42424242424242425,33.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,24.0,0.125,0.25,0.08333333333333333,36.0,0.784431137724551,0.6649746192893401,0.9562043795620438,137.0,0.5967741935483871,review_body-tfidf-df_default-ngram11-992-3342-lda20-smote,review_body-tfidf-df_default-ngram11-992-3342-lda20.csv,0.02,0.2722088081900715,0.2795466479957991,0.2927560274275603,248.0,,XGB,"{'n_jobs': -1, 'verbosity': 1, 'seed': 1}",0.0,0.01,success,2019-06-01 17:09:19,248.0,3342.0,1.5299999999999998,963.0,3342.0,0.71,0.5115737567528835,0.467873215021767,0.5967741935483871,248.0
0.4642857142857143,0.5652173913043478,0.3939393939393939,33.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,24.0,0.0425531914893617,0.09090909090909091,0.027777777777777776,36.0,0.7594202898550724,0.6298076923076923,0.9562043795620438,137.0,0.5846774193548387,review_body-tfidf-df_default-ngram11-992-3342-lda20-smote,review_body-tfidf-df_default-ngram11-992-3342-lda20.csv,0.02,0.25325183912602967,0.2571868349042262,0.2755843102558431,248.0,,CB,{'random_seed': 1},0.01,0.01,success,2019-06-01 17:12:38,248.0,3342.0,8.079999999999998,963.0,3342.0,3.98,0.4874754966741553,0.43632481867711526,0.5846774193548387,248.0
0.4666666666666667,0.5185185185185185,0.42424242424242425,33.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,24.0,0.0425531914893617,0.09090909090909091,0.027777777777777776,36.0,0.7594202898550724,0.6298076923076923,0.9562043795620438,137.0,0.5887096774193549,review_body-tfidf-df_default-ngram11-992-3342-lda20-smote,review_body-tfidf-df_default-ngram11-992-3342-lda20.csv,0.02,0.25372802960222013,0.24784706034706033,0.28164491631644917,248.0,,LR100,"{'n_jobs': -1, 'c': 1, 'max_iter': 100, 'verbose': 1}",0.0,0.01,success,2019-06-01 17:12:40,248.0,3342.0,0.17,963.0,3342.0,0.03,0.48779231695065295,0.43011085576609764,0.5887096774193549,248.0
0.4411764705882353,0.42857142857142855,0.45454545454545453,33.0,0.0,0.0,0.0,18.0,0.12244897959183673,0.12,0.125,24.0,0.24390243902439024,0.21739130434782608,0.2777777777777778,36.0,0.75,0.7555555555555555,0.7445255474452555,137.0,0.5241935483870968,review_body-tfidf-df_default-ngram11-992-3342-lda20-smote,review_body-tfidf-df_default-ngram11-992-3342-lda20.csv,0.02,0.3115055778408925,0.30430365769496204,0.3203697559536976,248.0,,LRB100,"{'n_jobs': -1, 'c': 1, 'class_weight': 'balanced', 'max_iter': 100, 'verbose': 1}",0.0,0.01,success,2019-06-01 17:12:41,248.0,3342.0,0.17,963.0,3342.0,0.03,0.5202745437277979,0.5175808677842337,0.5241935483870968,248.0
0.25,0.19047619047619047,0.36363636363636365,33.0,0.08571428571428573,0.057692307692307696,0.16666666666666666,18.0,0.06557377049180328,0.05405405405405406,0.08333333333333333,24.0,0.11627906976744186,0.1,0.1388888888888889,36.0,0.3715846994535519,0.7391304347826086,0.24817518248175183,137.0,0.22580645161290322,review_body-tfidf-df_default-ngram11-992-3342-lda20-smote,review_body-tfidf-df_default-ngram11-992-3342-lda20.csv,0.02,0.17783036508541655,0.22827059740103217,0.20014008700140087,248.0,,KNN,"{'n_jobs': -1, 'n_neighbors': 5}",0.01,0.01,success,2019-06-01 17:12:42,248.0,3342.0,0.12,963.0,3342.0,0.0,0.2679829756912296,0.4575900914785908,0.22580645161290322,248.0
