model_name,description,file,train_examples,train_features,test_examples,test_features,param,model_file,status,status_date,1_precision,1_recall,1_f1-score,1_support,2_precision,2_recall,2_f1-score,2_support,3_precision,3_recall,3_f1-score,3_support,4_precision,4_recall,4_f1-score,4_support,5_precision,5_recall,5_f1-score,5_support,accuracy,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support,confusion_matrix,model_save_time_min,total_time_min,predict_time_min,train_time_min
LRB_LRCV,review_body-tfidf-df_none-ngram11-49784-10000-nolda-nosmote-LRB_LRCV-star_rating,../dataset/feature_files/review_body-tfidf-df_none-ngram11-49784-10000-nolda.csv,37338,10000,12446,10000,"{""cv"": 5, ""random_state"": 1, ""solver"": ""lbfgs"", ""multi_class"": ""multimonial"", ""class_weight"": ""balanced"", ""n_jobs"": 4, ""verbose"": 1, ""scoring"": ""custom_scoring_function_lr_cv""}",../models/review_body-tfidf-df_none-ngram11-49784-10000-nolda-nosmote-LRB_LRCV-star_rating.jbl,success,2019-11-04 05:28:19,0.6227027027027027,0.6639769452449568,0.6426778242677824,1735,0.20910493827160495,0.3362282878411911,0.25784966698382494,806,0.25783289817232374,0.3384747215081405,0.2927010003705076,1167,0.3452332657200811,0.4046600095102235,0.37259194395796846,2103,0.8553648877993588,0.6836473247927657,0.7599262858100185,6635,0.5789008516792544,0.45804773853321423,0.48539745777945553,0.4651493442780204,12446,0.6388550819509305,0.5789008516792544,0.6018099540911963,12446,"[[1152, 357, 143, 36, 47], [242, 271, 201, 61, 31], [141, 269, 395, 264, 98], [88, 178, 395, 851, 591], [227, 221, 398, 1253, 4536]]",0.0,21.770000000000003,0.01,21.76
LRB_GSCV,review_body-tfidf-df_none-ngram11-49784-10000-nolda-nosmote-LRB_GSCV-star_rating,../dataset/feature_files/review_body-tfidf-df_none-ngram11-49784-10000-nolda.csv,37338,10000,12446,10000,"{""random_state"": 1, ""solver"": ""lbfgs"", ""multi_class"": ""auto"", ""class_weight"": ""balanced"", ""n_jobs"": 4, ""verbose"": 1, ""socring"": ""custom_scoring_function_gs_cv""}",../models/review_body-tfidf-df_none-ngram11-49784-10000-nolda-nosmote-LRB_GSCV-star_rating.jbl,success,2019-11-04 10:22:07,0.5963917525773196,0.6668587896253603,0.6296598639455783,1735,0.21107784431137724,0.34987593052109184,0.26330532212885155,806,0.269571136827774,0.3393316195372751,0.3004552352048559,1167,0.35699286014279713,0.4041844983357109,0.3791257805530776,2103,0.8515037593984962,0.6827430293896006,0.7578419071518193,6635,0.5797043226739514,0.4571074706515528,0.4885987734818077,0.46607762179683654,12446,0.636344317724888,0.5797043226739514,0.6010684383352839,12446,"[[1157, 352, 130, 38, 58], [247, 282, 173, 65, 39], [152, 261, 396, 247, 111], [116, 185, 370, 850, 582], [268, 256, 400, 1181, 4530]]",0.0,21.76,0.0,21.76
