1_f1-score,1_precision,1_recall,1_support,2_f1-score,2_precision,2_recall,2_support,3_f1-score,3_precision,3_recall,3_support,4_f1-score,4_precision,4_recall,4_support,5_f1-score,5_precision,5_recall,5_support,accuracy,description,file,file_load_time_min,macro avg_f1-score,macro avg_precision,macro avg_recall,macro avg_support,model_name,param,predict_time_min,score_time_min,status,status_date,test_examples,test_features,total_time_min,train_examples,train_features,train_time_min,weighted avg_f1-score,weighted avg_precision,weighted avg_recall,weighted avg_support,message
,,,,,,,,,,,,,,,,,,,,,review_body-tfidf-df_default-ngram12-111909-10020-lda20,review_body-tfidf-df_default-ngram12-111909-10020-lda20.csv,7.33,,,,,CB,"{'logging_level': 'info', 'random_seed': 1}",,,failed,5/30/19 16:17,,,,,,,,,,,"tools/enum_parser/enum_serialization_runtime/enum_runtime.cpp:32: Key 'info' not found in enum ELoggingLevel. Valid options are: 'Silent', 'Verbose', 'Info', 'Debug'. "
0.712611346,0.65278076,0.784516129,3875,0.1676552,0.330218069,0.112347642,1887,0.287184514,0.385272847,0.22890625,2560,0.342566573,0.451339915,0.276040543,4637,0.836987493,0.7615435,0.929023237,15019,0.681642719,review_body-tfidf-df_default-ngram12-111909-10020-lda20,review_body-tfidf-df_default-ngram12-111909-10020-lda20.csv,7.33,0.469401025,0.516231018,0.46616676,27978,LR,"{'n_jobs': 3, 'c': 1, 'max_iter': 300, 'verbose': 1}",0.05,0,success,5/30/19 20:32,27978,10020,262.48,83931,10020,255.1,0.642366253,0.631547303,0.681642719,27978,
