1_f1-score,1_precision,1_recall,1_support,2_f1-score,2_precision,2_recall,2_support,3_f1-score,3_precision,3_recall,3_support,4_f1-score,4_precision,4_recall,4_support,5_f1-score,5_precision,5_recall,5_support,accuracy,description,file,file_load_min,macro avg_f1-score,macro avg_precision,macro avg_recall,macro avg_support,model_name,parm,predict_time_min,score_time_min,status,status_date,test_examples,test_features,total_time_min,train_examples,train_features,train_time_min,weighted avg_f1-score,weighted avg_precision,weighted avg_recall,weighted avg_support,message
0.426435219,0.364432529,0.513860887,3968,0.084600132,0.110822511,0.068412614,1871,0.12962963,0.169103624,0.1050968,2531,0.191011236,0.251895245,0.153829966,4752,0.697900552,0.658465388,0.742360132,14889,0.507550605,review_body-tfidf-df_90-ngram13-112043-56,review_body-tfidf-df_90-ngram13-112043-56.csv,0.01,0.305915354,0.310943859,0.31671208,28011,KNN,"{'n_jobs': 6, 'n_neighbors': 5}",0.8,0,success,5/24/19 2:33,28011,56,1.11,84032,56,0.3,0.481139592,0.467042084,0.507550605,28011,
0,0,0,3968,0,0,0,1871,0,0,0,2531,0,0,0,4752,0.694125874,0.53154118,1,14889,0.53154118,review_body-tfidf-df_90-ngram13-112043-56,review_body-tfidf-df_90-ngram13-112043-56.csv,0.01,0.138825175,0.106308236,0.2,28011,RN,"{'n_jobs': 6, 'radius': 30}",5.1,0,success,5/24/19 2:38,28011,56,5.41,84032,56,0.3,0.368956486,0.282536026,0.53154118,28011,
0.501535554,0.47198755,0.535030242,3968,0.006342495,0.285714286,0.003206841,1871,0.051430641,0.308695652,0.028052153,2531,0.105939005,0.347368421,0.0625,4752,0.74479837,0.619850939,0.932836322,14889,0.58498447,review_body-tfidf-df_90-ngram13-112043-56,review_body-tfidf-df_90-ngram13-112043-56.csv,0.01,0.282009213,0.40672337,0.312325112,28011,LR,"{'n_jobs': 6, 'c': 1, 'max_iter': 300}",0,0,success,5/24/19 2:38,28011,56,0.11,84032,56,0.1,0.489980933,0.502244907,0.58498447,28011,
0.519707086,0.453742008,0.608114919,3968,0.111146804,0.139291465,0.092463923,1871,0.152546243,0.180735931,0.131963651,2531,0.184146498,0.235197906,0.151304714,4752,0.731668522,0.695032032,0.772382296,14889,0.540466245,review_body-bow-df_default-ngram1-112043-47308-lda20,review_body-bow-df_default-ngram1-112043-47308-lda20.csv,0.01,0.339843031,0.340799869,0.351245901,28011,KNN,"{'n_jobs': 6, 'n_neighbors': 5}",0.1,0,success,5/24/19 2:39,28011,20,0.11,84032,20,0,0.514980712,0.49925021,0.540466245,28011,
0,0,0,3968,0,0,0,1871,0,0,0,2531,0,0,0,4752,0.694125874,0.53154118,1,14889,0.53154118,review_body-bow-df_default-ngram1-112043-47308-lda20,review_body-bow-df_default-ngram1-112043-47308-lda20.csv,0.01,0.138825175,0.106308236,0.2,28011,RN,"{'n_jobs': 6, 'radius': 30}",5.6,0,success,5/24/19 2:44,28011,20,5.61,84032,20,0,0.368956486,0.282536026,0.53154118,28011,
0.576669802,0.540564374,0.617943548,3968,0,0,0,1871,0.061686086,0.23255814,0.035559068,2531,0.00251046,0.214285714,0.001262626,4752,0.751534955,0.618386817,0.957754047,14889,0.60004998,review_body-bow-df_default-ngram1-112043-47308-lda20,review_body-bow-df_default-ngram1-112043-47308-lda20.csv,0.01,0.278480261,0.321159009,0.322503858,28011,LR,"{'n_jobs': 6, 'c': 1, 'max_iter': 300}",0,0,success,5/24/19 2:44,28011,20,0.11,84032,20,0.1,0.487161719,0.462640074,0.60004998,28011,
0.473014399,0.374577019,0.641633065,3968,0.115537849,0.152497809,0.092998397,1871,0.120418848,0.178432894,0.090873173,2531,0.160440197,0.257195915,0.116582492,4752,0.724388464,0.686470235,0.766740547,14889,0.532647888,review_body-bow-df_95-ngram1-112043-147,review_body-bow-df_95-ngram1-112043-147.csv,0.02,0.318759951,0.329834774,0.341765534,28011,KNN,"{'n_jobs': 6, 'n_neighbors': 5}",2.14,0,success,5/25/19 1:44,28011,147,2.36,84032,147,0.2,0.497865275,0.487890792,0.532647888,28011,
,,,,,,,,,,,,,,,,,,,,,review_body-bow-df_95-ngram1-112043-147,review_body-bow-df_95-ngram1-112043-147.csv,0.02,,,,,RN,"{'n_jobs': 6, 'radius': 30}",,,failed,5/25/19 1:47,,,,,,,,,,,"No neighbors found for test samples [2407, 3178, 4262, 11477, 13595, 13644, 13774, 16170, 20138, 24085], you can try using larger radius, give a label for outliers, or consider removing them from your dataset."
0.586708707,0.565451145,0.609627016,3968,0.053588517,0.255707763,0.029930518,1871,0.110684581,0.290756303,0.06835243,2531,0.137812231,0.379867047,0.084175084,4752,0.764140933,0.642229946,0.943179529,14889,0.610153154,review_body-bow-df_95-ngram1-112043-147,review_body-bow-df_95-ngram1-112043-147.csv,0.02,0.330586994,0.426802441,0.347052915,28011,LR,"{'n_jobs': 6, 'c': 1, 'max_iter': 300}",0,0,success,5/25/19 1:48,28011,147,0.25,84032,147,0.23,0.526244869,0.529268268,0.610153154,28011,
0.470610293,0.374682788,0.632560484,3968,0.110121991,0.143717728,0.089257082,1871,0.120292887,0.177880897,0.090873173,2531,0.165286855,0.266760431,0.119739057,4752,0.726220226,0.686378857,0.770971858,14889,0.533897397,review_body-bow-df_95-ngram12-112043-157,review_body-bow-df_95-ngram12-112043-157.csv,0.02,0.318506451,0.32988414,0.340680331,28011,KNN,"{'n_jobs': 6, 'n_neighbors': 5}",1.95,0,success,5/25/19 1:50,28011,157,2.16,84032,157,0.19,0.498947459,0.488843458,0.533897397,28011,
,,,,,,,,,,,,,,,,,,,,,review_body-bow-df_95-ngram12-112043-157,review_body-bow-df_95-ngram12-112043-157.csv,0.02,,,,,RN,"{'n_jobs': 6, 'radius': 30}",,,failed,5/25/19 1:53,,,,,,,,,,,"No neighbors found for test samples [2407, 3178, 4262, 11477, 13595, 13644, 13774, 16170, 20138, 24085], you can try using larger radius, give a label for outliers, or consider removing them from your dataset."
0.588509127,0.572586412,0.605342742,3968,0.06121473,0.290909091,0.034206307,1871,0.11318328,0.303972366,0.069537732,2531,0.141635306,0.378427788,0.087121212,4752,0.763935673,0.641381198,0.944388475,14889,0.611081361,review_body-bow-df_95-ngram12-112043-157,review_body-bow-df_95-ngram12-112043-157.csv,0.02,0.333695623,0.437455371,0.348119294,28011,LR,"{'n_jobs': 6, 'c': 1, 'max_iter': 300}",0,0,success,5/25/19 1:53,28011,157,0.39,84032,157,0.37,0.527774555,0.533129176,0.611081361,28011,
0.470610293,0.374682788,0.632560484,3968,0.110121991,0.143717728,0.089257082,1871,0.120292887,0.177880897,0.090873173,2531,0.165286855,0.266760431,0.119739057,4752,0.726220226,0.686378857,0.770971858,14889,0.533897397,review_body-bow-df_95-ngram13-112043-157,review_body-bow-df_95-ngram13-112043-157.csv,0.02,0.318506451,0.32988414,0.340680331,28011,KNN,"{'n_jobs': 6, 'n_neighbors': 5}",1.86,0,success,5/25/19 1:55,28011,157,2.07,84032,157,0.19,0.498947459,0.488843458,0.533897397,28011,
,,,,,,,,,,,,,,,,,,,,,review_body-bow-df_95-ngram13-112043-157,review_body-bow-df_95-ngram13-112043-157.csv,0.02,,,,,RN,"{'n_jobs': 6, 'radius': 30}",,,failed,5/25/19 1:58,,,,,,,,,,,"No neighbors found for test samples [2407, 3178, 4262, 11477, 13595, 13644, 13774, 16170, 20138, 24085], you can try using larger radius, give a label for outliers, or consider removing them from your dataset."
0.588509127,0.572586412,0.605342742,3968,0.06121473,0.290909091,0.034206307,1871,0.11318328,0.303972366,0.069537732,2531,0.141635306,0.378427788,0.087121212,4752,0.763935673,0.641381198,0.944388475,14889,0.611081361,review_body-bow-df_95-ngram13-112043-157,review_body-bow-df_95-ngram13-112043-157.csv,0.02,0.333695623,0.437455371,0.348119294,28011,LR,"{'n_jobs': 6, 'c': 1, 'max_iter': 300}",0,0,success,5/25/19 1:59,28011,157,0.4,84032,157,0.38,0.527774555,0.533129176,0.611081361,28011,
0.48314153,0.402997642,0.603074597,3968,0.107526882,0.153162055,0.082843399,1871,0.136057812,0.184210526,0.107862505,2531,0.194543952,0.281723863,0.148569024,4752,0.729366122,0.682715399,0.782859829,14889,0.542037057,review_body-tfidf-df_95-ngram11-112043-147,review_body-tfidf-df_95-ngram11-112043-147.csv,0.03,0.33012726,0.340961897,0.345041871,28011,KNN,"{'n_jobs': 6, 'n_neighbors': 5}",1.93,0,success,5/25/19 2:01,28011,147,2.31,84032,147,0.35,0.508609324,0.494648497,0.542037057,28011,
0,0,0,3968,0,0,0,1871,0,0,0,2531,0,0,0,4752,0.694125874,0.53154118,1,14889,0.53154118,review_body-tfidf-df_95-ngram11-112043-147,review_body-tfidf-df_95-ngram11-112043-147.csv,0.03,0.138825175,0.106308236,0.2,28011,RN,"{'n_jobs': 6, 'radius': 30}",6.88,0,success,5/25/19 2:08,28011,147,7.27,84032,147,0.36,0.368956486,0.282536026,0.53154118,28011,
0.594413666,0.548339012,0.648941532,3968,0.03898051,0.3,0.020844468,1871,0.140878989,0.295828066,0.092453576,2531,0.190962797,0.395764394,0.125841751,4752,0.772783182,0.661878083,0.928336356,14889,0.6164721,review_body-tfidf-df_95-ngram11-112043-147,review_body-tfidf-df_95-ngram11-112043-147.csv,0.03,0.347603829,0.440361911,0.363283537,28011,LR,"{'n_jobs': 6, 'c': 1, 'max_iter': 300}",0,0,success,5/25/19 2:09,28011,147,0.28,84032,147,0.25,0.542699464,0.543401707,0.6164721,28011,
0.487873321,0.404991681,0.613407258,3968,0.109747785,0.151458137,0.086050241,1871,0.13283208,0.181631254,0.104701699,2531,0.187673515,0.275693312,0.142255892,4752,0.731419977,0.685499501,0.783934448,14889,0.542929563,review_body-tfidf-df_95-ngram12-112043-157,review_body-tfidf-df_95-ngram12-112043-157.csv,0.03,0.329909336,0.339854777,0.346069908,28011,KNN,"{'n_jobs': 6, 'n_neighbors': 5}",2.03,0,success,5/25/19 2:11,28011,157,2.41,84032,157,0.35,0.509062655,0.495040897,0.542929563,28011,
0,0,0,3968,0,0,0,1871,0,0,0,2531,0,0,0,4752,0.694125874,0.53154118,1,14889,0.53154118,review_body-tfidf-df_95-ngram12-112043-157,review_body-tfidf-df_95-ngram12-112043-157.csv,0.03,0.138825175,0.106308236,0.2,28011,RN,"{'n_jobs': 6, 'radius': 30}",6.9,0,success,5/25/19 2:18,28011,157,7.29,84032,157,0.36,0.368956486,0.282536026,0.53154118,28011,
0.596649336,0.550885428,0.650705645,3968,0.037924152,0.285714286,0.020309995,1871,0.14,0.300390117,0.091268273,2531,0.195985459,0.393650794,0.13047138,4752,0.773505709,0.66297309,0.928269192,14889,0.617328907,review_body-tfidf-df_95-ngram12-112043-157,review_body-tfidf-df_95-ngram12-112043-157.csv,0.03,0.348812931,0.438722743,0.364204897,28011,LR,"{'n_jobs': 6, 'c': 1, 'max_iter': 300}",0,0,success,5/25/19 2:19,28011,157,0.44,84032,157,0.41,0.544102319,0.5434439,0.617328907,28011,
0.487873321,0.404991681,0.613407258,3968,0.109747785,0.151458137,0.086050241,1871,0.13283208,0.181631254,0.104701699,2531,0.187673515,0.275693312,0.142255892,4752,0.731419977,0.685499501,0.783934448,14889,0.542929563,review_body-tfidf-df_95-ngram13-112043-157,review_body-tfidf-df_95-ngram13-112043-157.csv,0.04,0.329909336,0.339854777,0.346069908,28011,KNN,"{'n_jobs': 6, 'n_neighbors': 5}",2.17,0,success,5/25/19 2:21,28011,157,2.62,84032,157,0.41,0.509062655,0.495040897,0.542929563,28011,
0,0,0,3968,0,0,0,1871,0,0,0,2531,0,0,0,4752,0.694125874,0.53154118,1,14889,0.53154118,review_body-tfidf-df_95-ngram13-112043-157,review_body-tfidf-df_95-ngram13-112043-157.csv,0.04,0.138825175,0.106308236,0.2,28011,RN,"{'n_jobs': 6, 'radius': 30}",6.15,0,success,5/25/19 2:28,28011,157,6.6,84032,157,0.41,0.368956486,0.282536026,0.53154118,28011,
0.596649336,0.550885428,0.650705645,3968,0.037924152,0.285714286,0.020309995,1871,0.14,0.300390117,0.091268273,2531,0.195985459,0.393650794,0.13047138,4752,0.773505709,0.66297309,0.928269192,14889,0.617328907,review_body-tfidf-df_95-ngram13-112043-157,review_body-tfidf-df_95-ngram13-112043-157.csv,0.04,0.348812931,0.438722743,0.364204897,28011,LR,"{'n_jobs': 6, 'c': 1, 'max_iter': 300}",0,0,success,5/25/19 2:28,28011,157,0.45,84032,157,0.41,0.544102319,0.5434439,0.617328907,28011,
0.519707086,0.453742008,0.608114919,3968,0.111146804,0.139291465,0.092463923,1871,0.152546243,0.180735931,0.131963651,2531,0.184146498,0.235197906,0.151304714,4752,0.731668522,0.695032032,0.772382296,14889,0.540466245,review_body-bow-df_default-ngram1-112043-47308-lda20,review_body-bow-df_default-ngram1-112043-47308-lda20.csv,0.01,0.339843031,0.340799869,0.351245901,28011,KNN,"{'n_jobs': 6, 'n_neighbors': 5}",0.13,0,success,5/26/19 10:34,28011,20,0.14,84032,20,0,0.514980712,0.49925021,0.540466245,28011,
0.576669802,0.540564374,0.617943548,3968,0,0,0,1871,0.061686086,0.23255814,0.035559068,2531,0.00251046,0.214285714,0.001262626,4752,0.751534955,0.618386817,0.957754047,14889,0.60004998,review_body-bow-df_default-ngram1-112043-47308-lda20,review_body-bow-df_default-ngram1-112043-47308-lda20.csv,0.01,0.278480261,0.321159009,0.322503858,28011,LR,"{'n_jobs': 6, 'c': 1, 'max_iter': 300}",0,0,success,5/26/19 10:34,28011,20,0.07,84032,20,0.06,0.487161719,0.462640074,0.60004998,28011,
0.354643577,0.334976473,0.376764113,3968,0.072640869,0.099534884,0.057188669,1871,0.091646778,0.115732369,0.075859344,2531,0.17606899,0.204336947,0.154671717,4752,0.662430698,0.617645351,0.714218551,14889,0.46992253,review_body-tfidf-df_default-ngram1-112043-47308-lda20,review_body-tfidf-df_default-ngram1-112043-47308-lda20.csv,0.01,0.271486183,0.274445205,0.275740479,28011,KNN,"{'n_jobs': 6, 'n_neighbors': 5}",0.03,0,success,5/26/19 10:34,28011,20,0.04,84032,20,0,0.44535023,0.427527251,0.46992253,28011,
0.323856613,0.54100295,0.23109879,3968,0,0,0,1871,0.000789266,0.333333333,0.000395101,2531,0,0,0,4752,0.709916994,0.555808916,0.982268789,14889,0.554889151,review_body-tfidf-df_default-ngram1-112043-47308-lda20,review_body-tfidf-df_default-ngram1-112043-47308-lda20.csv,0.01,0.206912575,0.28602904,0.242752536,28011,LR,"{'n_jobs': 6, 'c': 1, 'max_iter': 300}",0,0,success,5/26/19 10:34,28011,20,0.1,84032,20,0.09,0.423298518,0.402192186,0.554889151,28011,
0.416793231,0.365904762,0.484122984,3968,0.088423895,0.11996337,0.070016034,1871,0.114754098,0.147186147,0.094033979,2531,0.183213791,0.227856025,0.153198653,4752,0.686700687,0.646615649,0.732084089,14889,0.496876227,review_body-bow-df_95-ngram1-112043-147-lda20,review_body-bow-df_95-ngram1-112043-147-lda20.csv,0.01,0.29797714,0.301505191,0.306691148,28011,KNN,"{'n_jobs': 6, 'n_neighbors': 5}",0.13,0,success,5/26/19 10:34,28011,20,0.14,84032,20,0,0.471409008,0.455503978,0.496876227,28011,
0.441939121,0.439352428,0.444556452,3968,0,0,0,1871,0.004707729,0.333333333,0.002370605,2531,0.000420433,0.2,0.000210438,4752,0.729298544,0.591123347,0.951776479,14889,0.569133555,review_body-bow-df_95-ngram1-112043-147-lda20,review_body-bow-df_95-ngram1-112043-147-lda20.csv,0.01,0.235273165,0.312761822,0.279782795,28011,LR,"{'n_jobs': 6, 'c': 1, 'max_iter': 300}",0,0,success,5/26/19 10:34,28011,20,0.1,84032,20,0.09,0.450753404,0.440493114,0.569133555,28011,
0.410133217,0.361849711,0.47328629,3968,0.077161557,0.108527132,0.059861037,1871,0.10845987,0.139060569,0.088897669,2531,0.176633166,0.219139651,0.14793771,4752,0.681275901,0.639627424,0.728725905,14889,0.491521188,review_body-bow-df_95-ngram12-112043-157-lda20,review_body-bow-df_95-ngram12-112043-157-lda20.csv,0.01,0.290732742,0.293640897,0.299741722,28011,KNN,"{'n_jobs': 6, 'n_neighbors': 5}",0.11,0,success,5/26/19 10:34,28011,20,0.12,84032,20,0,0.465144675,0.448238212,0.491521188,28011,
0.440887971,0.451851852,0.430443548,3968,0,0,0,1871,0.007058824,0.473684211,0.003555907,2531,0.031442786,0.289377289,0.016624579,4752,0.727258679,0.589790718,0.948283968,14889,0.568169648,review_body-bow-df_95-ngram12-112043-157-lda20,review_body-bow-df_95-ngram12-112043-157-lda20.csv,0.01,0.241329652,0.360940814,0.2797816,28011,LR,"{'n_jobs': 6, 'c': 1, 'max_iter': 300}",0,0,success,5/26/19 10:34,28011,20,0.11,84032,20,0.1,0.454995536,0.469399799,0.568169648,28011,
0.410133217,0.361849711,0.47328629,3968,0.077161557,0.108527132,0.059861037,1871,0.10845987,0.139060569,0.088897669,2531,0.176633166,0.219139651,0.14793771,4752,0.681275901,0.639627424,0.728725905,14889,0.491521188,review_body-bow-df_95-ngram13-112043-157-lda20,review_body-bow-df_95-ngram13-112043-157-lda20.csv,0.01,0.290732742,0.293640897,0.299741722,28011,KNN,"{'n_jobs': 6, 'n_neighbors': 5}",0.11,0,success,5/26/19 10:34,28011,20,0.12,84032,20,0,0.465144675,0.448238212,0.491521188,28011,
0.440887971,0.451851852,0.430443548,3968,0,0,0,1871,0.007058824,0.473684211,0.003555907,2531,0.031442786,0.289377289,0.016624579,4752,0.727258679,0.589790718,0.948283968,14889,0.568169648,review_body-bow-df_95-ngram13-112043-157-lda20,review_body-bow-df_95-ngram13-112043-157-lda20.csv,0.01,0.241329652,0.360940814,0.2797816,28011,LR,"{'n_jobs': 6, 'c': 1, 'max_iter': 300}",0,0,success,5/26/19 10:34,28011,20,0.1,84032,20,0.09,0.454995536,0.469399799,0.568169648,28011,
0.375901959,0.344530758,0.413558468,3968,0.074099485,0.103448276,0.057723143,1871,0.092979127,0.116320475,0.077439747,2531,0.176850835,0.210327821,0.15256734,4752,0.664184475,0.621719775,0.712875277,14889,0.474242262,review_body-tfidf-df_95-ngram11-112043-147-lda20,review_body-tfidf-df_95-ngram11-112043-147-lda20.csv,0.01,0.276803176,0.279269421,0.282832795,28011,KNN,"{'n_jobs': 6, 'n_neighbors': 5}",0.07,0,success,5/26/19 10:35,28011,20,0.08,84032,20,0,0.449644322,0.432377296,0.474242262,28011,
0.360446571,0.42437692,0.313256048,3968,0,0,0,1871,0,0,0,2531,0,0,0,4752,0.711866103,0.56721952,0.955537645,14889,0.552283032,review_body-tfidf-df_95-ngram11-112043-147-lda20,review_body-tfidf-df_95-ngram11-112043-147-lda20.csv,0.01,0.214462535,0.198319288,0.253758739,28011,LR,"{'n_jobs': 6, 'c': 1, 'max_iter': 300}",0,0,success,5/26/19 10:35,28011,20,0.07,84032,20,0.06,0.429446517,0.361617188,0.552283032,28011,
0.361359156,0.334693878,0.392641129,3968,0.080996885,0.114931238,0.062533405,1871,0.094982952,0.123809524,0.077044646,2531,0.166418651,0.202596618,0.141203704,4752,0.668027211,0.618990316,0.725502048,14889,0.476348577,review_body-tfidf-df_95-ngram12-112043-157-lda20,review_body-tfidf-df_95-ngram12-112043-157-lda20.csv,0.01,0.274356971,0.279004315,0.279784986,28011,KNN,"{'n_jobs': 6, 'n_neighbors': 5}",0.09,0,success,5/26/19 10:35,28011,20,0.1,84032,20,0,0.448498758,0.429665114,0.476348577,28011,
0.334981273,0.413003325,0.281754032,3968,0,0,0,1871,0,0,0,2531,0.023704299,0.261061947,0.012415825,4752,0.713688793,0.568705638,0.957888374,14889,0.551176324,review_body-tfidf-df_95-ngram12-112043-157-lda20,review_body-tfidf-df_95-ngram12-112043-157-lda20.csv,0.01,0.214474873,0.248554182,0.250411646,28011,LR,"{'n_jobs': 6, 'c': 1, 'max_iter': 300}",0,0,success,5/26/19 10:35,28011,20,0.08,84032,20,0.07,0.430829351,0.405084496,0.551176324,28011,
0.361359156,0.334693878,0.392641129,3968,0.080996885,0.114931238,0.062533405,1871,0.094982952,0.123809524,0.077044646,2531,0.166418651,0.202596618,0.141203704,4752,0.668027211,0.618990316,0.725502048,14889,0.476348577,review_body-tfidf-df_95-ngram13-112043-157-lda20,review_body-tfidf-df_95-ngram13-112043-157-lda20.csv,0.01,0.274356971,0.279004315,0.279784986,28011,KNN,"{'n_jobs': 6, 'n_neighbors': 5}",0.08,0,success,5/26/19 10:35,28011,20,0.09,84032,20,0,0.448498758,0.429665114,0.476348577,28011,
0.334981273,0.413003325,0.281754032,3968,0,0,0,1871,0,0,0,2531,0.023704299,0.261061947,0.012415825,4752,0.713688793,0.568705638,0.957888374,14889,0.551176324,review_body-tfidf-df_95-ngram13-112043-157-lda20,review_body-tfidf-df_95-ngram13-112043-157-lda20.csv,0.01,0.214474873,0.248554182,0.250411646,28011,LR,"{'n_jobs': 6, 'c': 1, 'max_iter': 300}",0,0,success,5/26/19 10:35,28011,20,0.07,84032,20,0.06,0.430829351,0.405084496,0.551176324,28011,
0.506973278,0.438894009,0.600050403,3968,0.120116242,0.151712887,0.099412079,1871,0.130127298,0.161309176,0.109047807,2531,0.192012095,0.239246468,0.160353535,4752,0.726310082,0.691569485,0.764725636,14889,0.535182607,review_body-bow-df_default-ngram1-112043-47308-lda40,review_body-bow-df_default-ngram1-112043-47308-lda40.csv,0.02,0.335107799,0.336546405,0.346717892,28011,KNN,"{'n_jobs': 6, 'n_neighbors': 5}",0.52,0,success,5/26/19 10:35,28011,40,0.55,84032,40,0.01,0.510236405,0.495067546,0.535182607,28011,
0.572280179,0.524921136,0.629032258,3968,0,0,0,1871,0.074074074,0.250569476,0.043461083,2531,0.018748726,0.296774194,0.009680135,4752,0.757357053,0.62749338,0.955000336,14889,0.602299097,review_body-bow-df_default-ngram1-112043-47308-lda40,review_body-bow-df_default-ngram1-112043-47308-lda40.csv,0.02,0.284492007,0.339951637,0.327434762,28011,LR,"{'n_jobs': 6, 'c': 1, 'max_iter': 300}",0,0,success,5/26/19 10:36,28011,40,0.15,84032,40,0.13,0.493508705,0.48088602,0.602299097,28011,
0.496139422,0.441153393,0.566784274,3968,0.123923128,0.163034002,0.099946553,1871,0.150154431,0.188319428,0.124851837,2531,0.186956522,0.238265971,0.153829966,4752,0.731580432,0.685781434,0.783934448,14889,0.54103745,review_body-bow-df_default-ngram1-112043-47308-lda60,review_body-bow-df_default-ngram1-112043-47308-lda60.csv,0.03,0.337750787,0.343310846,0.345869416,28011,KNN,"{'n_jobs': 6, 'n_neighbors': 5}",0.72,0,success,5/26/19 10:36,28011,60,0.76,84032,60,0.01,0.512709318,0.495341452,0.54103745,28011,
0.57212657,0.531331029,0.619707661,3968,0,0,0,1871,0.093563371,0.291925466,0.055709206,2531,0.057328492,0.311850312,0.031565657,4752,0.763081707,0.634976578,0.955940627,14889,0.606297526,review_body-bow-df_default-ngram1-112043-47308-lda60,review_body-bow-df_default-ngram1-112043-47308-lda60.csv,0.03,0.297220028,0.354016677,0.33258463,28011,LR,"{'n_jobs': 6, 'c': 1, 'max_iter': 300}",0,0,success,5/26/19 10:37,28011,60,0.2,84032,60,0.17,0.504835802,0.492066111,0.606297526,28011,
0.418425656,0.389407423,0.452116935,3968,0.058926692,0.085714286,0.044895778,1871,0.103941752,0.142561983,0.081785855,2531,0.166768853,0.199823685,0.143097643,4752,0.665105675,0.614377597,0.724964739,14889,0.484059834,review_body-tfidf-df_default-ngram1-112043-47308-lda40,review_body-tfidf-df_default-ngram1-112043-47308-lda40.csv,0.02,0.282633726,0.286376995,0.28937219,28011,KNN,"{'n_jobs': 6, 'n_neighbors': 5}",0.11,0,success,5/26/19 10:37,28011,40,0.13,84032,40,0,0.454424526,0.434236359,0.484059834,28011,
0.461582487,0.533929163,0.406502016,3968,0,0,0,1871,0,0,0,2531,0,0,0,4752,0.719594764,0.574172636,0.96366445,14889,0.56981186,review_body-tfidf-df_default-ngram1-112043-47308-lda40,review_body-tfidf-df_default-ngram1-112043-47308-lda40.csv,0.02,0.23623545,0.22162036,0.274033293,28011,LR,"{'n_jobs': 6, 'c': 1, 'max_iter': 300}",0,0,success,5/26/19 10:37,28011,40,0.14,84032,40,0.12,0.447881395,0.380832076,0.56981186,28011,
0.382629108,0.358084359,0.41078629,3968,0.082191781,0.114394662,0.064136825,1871,0.096571704,0.124146493,0.07902015,2531,0.162061702,0.197047303,0.137626263,4752,0.663659674,0.614473684,0.721405064,14889,0.476419978,review_body-tfidf-df_default-ngram1-112043-47308-lda60,review_body-tfidf-df_default-ngram1-112043-47308-lda60.csv,0.04,0.277422794,0.2816293,0.282594918,28011,KNN,"{'n_jobs': 6, 'n_neighbors': 5}",0.28,0,success,5/26/19 10:37,28011,60,0.33,84032,60,0.01,0.448674528,0.42963098,0.476419978,28011,
0.42228212,0.520295203,0.355342742,3968,0,0,0,1871,0,0,0,2531,0,0,0,4752,0.717790495,0.570096044,0.96876889,14889,0.565277927,review_body-tfidf-df_default-ngram1-112043-47308-lda60,review_body-tfidf-df_default-ngram1-112043-47308-lda60.csv,0.04,0.228014523,0.218078249,0.264822326,28011,LR,"{'n_jobs': 6, 'c': 1, 'max_iter': 300}",0,0,success,5/26/19 10:37,28011,60,0.2,84032,60,0.16,0.441355115,0.376733832,0.565277927,28011,
