1_f1-score,1_precision,1_recall,1_support,2_f1-score,2_precision,2_recall,2_support,3_f1-score,3_precision,3_recall,3_support,4_f1-score,4_precision,4_recall,4_support,5_f1-score,5_precision,5_recall,5_support,accuracy,description,file,file_load_time_min,macro avg_f1-score,macro avg_precision,macro avg_recall,macro avg_support,model_name,param,predict_time_min,score_time_min,status,status_date,test_examples,test_features,total_time_min,train_examples,train_features,train_time_min,weighted avg_f1-score,weighted avg_precision,weighted avg_recall,weighted avg_support
0.621989295,0.547614373,0.719741935,3875,0.097521333,0.209059233,0.063593005,1887,0.182968626,0.281427413,0.135546875,2560,0.216758513,0.314344262,0.165408669,4637,0.786938824,0.710537611,0.881749784,15019,0.617127743,review_body-bow-df_default-ngram12-111909-10000,review_body-bow-df_default-ngram12-111909-10000.csv,5.81,0.381235318,0.412596579,0.393208054,27978,RF,"{'n_jobs': 2, 'verbose': 1}",0.04,0,success,5/29/19 5:57,27978,10000,6.66,83931,10000,0.81,0.567830952,0.549222009,0.617127743,27978
0.602882636,0.64398827,0.566709677,3875,0.05511811,0.386206897,0.029676736,1887,0.125578321,0.407725322,0.07421875,2560,0.206393904,0.445,0.134354108,4637,0.769640196,0.641042692,0.962780478,15019,0.626385017,review_body-bow-df_default-ngram12-111909-10000,review_body-bow-df_default-ngram12-111909-10000.csv,5.81,0.351922633,0.504792636,0.35354795,27978,GB,{'verbose': 1},0.12,0,success,5/29/19 7:35,27978,10000,103.51,83931,10000,97.58,0.546069527,0.570422795,0.626385017,27978
0.517703349,0.411406844,0.698064516,3875,0.092071611,0.148235294,0.066772655,1887,0.129520606,0.22939424,0.090234375,2560,0.148567831,0.274898078,0.10178995,4637,0.759559182,0.699702732,0.830614555,15019,0.572199585,review_body-bow-df_default-ngram12-111909-10020-lda20,review_body-bow-df_default-ngram12-111909-10020-lda20.csv,5.68,0.329484516,0.352727438,0.35749521,27978,KNN,"{'n_jobs': 2, 'n_neighbors': 5}",351.15,0,success,5/29/19 13:36,27978,10020,360.52,83931,10020,3.69,0.522129557,0.509139627,0.572199585,27978
0.687637162,0.651721747,0.727741935,3875,0.227371023,0.272592593,0.195018548,1887,0.302937976,0.342014742,0.271875,2560,0.328937357,0.399199754,0.279706707,4637,0.826819828,0.778280543,0.881816366,15019,0.658553149,review_body-bow-df_default-ngram12-111909-10020-lda20,review_body-bow-df_default-ngram12-111909-10020-lda20.csv,5.68,0.474740669,0.488761876,0.471231711,27978,LR300,"{'n_jobs': 2, 'c': 1, 'max_iter': 300, 'verbose': 1}",0.06,0,success,5/29/19 20:13,27978,10020,282.98,83931,10020,277.24,0.636659299,0.623899009,0.658553149,27978
0.687637162,0.651721747,0.727741935,3875,0.227371023,0.272592593,0.195018548,1887,0.302937976,0.342014742,0.271875,2560,0.328937357,0.399199754,0.279706707,4637,0.826819828,0.778280543,0.881816366,15019,0.658553149,review_body-bow-df_default-ngram12-111909-10020-lda20,review_body-bow-df_default-ngram12-111909-10020-lda20.csv,5.68,0.474740669,0.488761876,0.471231711,27978,LRB300,"{'n_jobs': 2, 'c': 1, 'class_weight': 'balanced', 'max_iter': 300, 'verbose': 1}",0.08,0,success,5/30/19 1:12,27978,10020,303.73,83931,10020,297.97,0.636659299,0.623899009,0.658553149,27978
0.612738261,0.557411715,0.680258065,3875,0.073448713,0.180497925,0.046104928,1887,0.144978166,0.284571429,0.097265625,2560,0.186223712,0.317402597,0.131766228,4637,0.78425656,0.687083688,0.913442972,15019,0.618414469,review_body-bow-df_default-ngram12-111909-10020-lda20,review_body-bow-df_default-ngram12-111909-10020-lda20.csv,5.68,0.360329082,0.405393471,0.373767564,27978,RF,"{'n_jobs': 2, 'verbose': 1}",0.06,0,success,5/30/19 1:12,27978,10020,6.6,83931,10020,0.86,0.554949289,0.536856766,0.618414469,27978
0.660067544,0.601443124,0.731354839,3875,0.063640618,0.272,0.036036036,1887,0.207348334,0.382754995,0.1421875,2560,0.273080801,0.411101474,0.204442527,4637,0.806774398,0.710005567,0.934083494,15019,0.652048038,review_body-bow-df_default-ngram11-111909-10000,review_body-bow-df_default-ngram11-111909-10000.csv,5.48,0.402182339,0.475461032,0.409620879,27978,lGBM,"{'objective': 'multiclass', 'num_threads': 2, 'seed': 1}",0.26,0,success,5/30/19 1:55,27978,10000,7.37,83931,10000,1.63,0.593033228,0.585944672,0.652048038,27978
0.571221807,0.536231884,0.611096774,3875,0.007337526,0.333333333,0.003709592,1887,0.081157375,0.419708029,0.044921875,2560,0.158536585,0.412511333,0.098123787,4637,0.767339913,0.64365638,0.949863506,15019,0.615161913,review_body-bow-df_default-ngram11-111909-10000,review_body-bow-df_default-ngram11-111909-10000.csv,5.48,0.317118641,0.469088192,0.341543107,27978,XGB,"{'n_jobs': 3, 'verbosity': 1, 'seed': 1}",0.35,0,success,5/30/19 3:52,27978,10000,122.2,83931,10000,116.37,0.525230738,0.549047156,0.615161913,27978
0.571221807,0.536231884,0.611096774,3875,0.007337526,0.333333333,0.003709592,1887,0.081157375,0.419708029,0.044921875,2560,0.158536585,0.412511333,0.098123787,4637,0.767339913,0.64365638,0.949863506,15019,0.615161913,review_body-bow-df_default-ngram11-111909-10000,review_body-bow-df_default-ngram11-111909-10000.csv,5.48,0.317118641,0.469088192,0.341543107,27978,CB,"{'n_jobs': 3, 'verbosity': 1, 'seed': 1}",0.38,0,success,5/30/19 5:57,27978,10000,130.74,83931,10000,124.88,0.525230738,0.549047156,0.615161913,27978
0.626605396,0.576539462,0.686193548,3875,0.0865507,0.217021277,0.054054054,1887,0.146639511,0.287343216,0.0984375,2560,0.193915181,0.337252806,0.136079362,4637,0.786419086,0.686321223,0.920700446,15019,0.624490671,review_body-tfidf-df_default-ngram12-111909-10020-lda20,review_body-tfidf-df_default-ngram12-111909-10020-lda20.csv,7.54,0.368025975,0.420895597,0.379092982,27978,RF,"{'n_jobs': 3, 'verbose': 1}",0.04,0,success,5/30/19 9:06,27978,10020,8.19,83931,10020,0.61,0.560341239,0.545103578,0.624490671,27978
0.637014315,0.631045834,0.643096774,3875,0.071119654,0.381443299,0.039215686,1887,0.151244416,0.412891986,0.092578125,2560,0.222293918,0.441101152,0.148587449,4637,0.782940247,0.66242684,0.957054398,15019,0.638573165,review_body-tfidf-df_default-ngram12-111909-10020-lda20,review_body-tfidf-df_default-ngram12-111909-10020-lda20.csv,7.54,0.37292251,0.505781822,0.376106486,27978,GB,{'verbose': 1},0.13,0,success,5/30/19 11:14,27978,10020,135.55,83931,10020,127.88,0.563999408,0.579614853,0.638573165,27978
0.679707754,0.625460854,0.744258065,3875,0.120576671,0.343283582,0.073131955,1887,0.225235196,0.386148008,0.158984375,2560,0.296296296,0.436424675,0.224282942,4637,0.816742409,0.722449816,0.939343498,15019,0.663985989,review_body-tfidf-df_default-ngram12-111909-10020-lda20,review_body-tfidf-df_default-ngram12-111909-10020-lda20.csv,7.54,0.427711665,0.502753387,0.428000167,27978,lGBM,"{'objective': 'multiclass', 'num_threads': 2, 'seed': 1}",0.27,0,success,5/30/19 11:17,27978,10020,10.61,83931,10020,2.8,0.610428837,0.605266668,0.663985989,27978
0.6195252,0.609695152,0.629677419,3875,0.032921811,0.561403509,0.016958135,1887,0.100628931,0.476821192,0.05625,2560,0.171358629,0.452865065,0.105671771,4637,0.772381105,0.643576659,0.965643518,15019,0.629387376,review_body-tfidf-df_default-ngram12-111909-10020-lda20,review_body-tfidf-df_default-ngram12-111909-10020-lda20.csv,7.54,0.339363135,0.548872315,0.354840169,27978,XGB,"{'n_jobs': 3, 'verbosity': 1, 'seed': 1}",0.41,0,success,5/30/19 13:37,27978,10020,147.63,83931,10020,139.68,0.540259327,0.586475535,0.629387376,27978
0.712611346,0.65278076,0.784516129,3875,0.1676552,0.330218069,0.112347642,1887,0.287184514,0.385272847,0.22890625,2560,0.342566573,0.451339915,0.276040543,4637,0.836987493,0.7615435,0.929023237,15019,0.681642719,review_body-tfidf-df_default-ngram12-111909-10020-lda20,review_body-tfidf-df_default-ngram12-111909-10020-lda20.csv,7.33,0.469401025,0.516231018,0.46616676,27978,LR300,"{'n_jobs': 3, 'c': 1, 'max_iter': 300, 'verbose': 1}",0.05,0,success,5/30/19 20:32,27978,10020,262.48,83931,10020,255.1,0.642366253,0.631547303,0.681642719,27978
0.669613774,0.609616607,0.742709677,3875,0.061977373,0.431506849,0.033386328,1887,0.198177007,0.400713436,0.131640625,2560,0.256854712,0.476887068,0.17576019,4637,0.804047218,0.695686007,0.952393635,15019,0.657552363,review_body-tfidf-df_default-ngram12-111909-10020-lda20,review_body-tfidf-df_default-ngram12-111909-10020-lda20.csv,7.79,0.398134017,0.522881994,0.407178091,27978,CB,{'random_seed': 1},0.56,0,success,5/30/19 22:52,27978,10020,21.19,83931,10020,12.84,0.589250778,0.602694176,0.657552363,27978
0.677633257,0.669775649,0.685677419,3875,0.299978199,0.254814815,0.364599894,1887,0.317525072,0.281071321,0.36484375,2560,0.396928759,0.36128804,0.440370929,4637,0.778651069,0.863326848,0.709101804,15019,0.606583744,review_body-tfidf-df_default-ngram12-111909-10020-lda20,review_body-tfidf-df_default-ngram12-111909-10020-lda20.csv,7.79,0.494143271,0.486055335,0.512918759,27978,LRB100,"{'n_jobs': 3, 'c': 1, 'class_weight': 'balanced', 'max_iter': 100, 'verbose': 1}",0.04,0,success,5/30/19 23:57,27978,10020,72.49,83931,10020,64.66,0.626916541,0.65899483,0.606583744,27978
0.677067449,0.620645161,0.744774194,3875,0.120704846,0.35770235,0.072602014,1887,0.233268537,0.403458213,0.1640625,2560,0.288293452,0.429547395,0.216950615,4637,0.815418872,0.720734076,0.938744257,15019,0.66294946,review_body-bow-df_default-ngram12-111909-10020-lda20,review_body-bow-df_default-ngram12-111909-10020-lda20.csv,5.6,0.426950631,0.506417439,0.427426716,27978,lGBM,"{'objective': 'multiclass', 'num_threads': 2, 'seed': 1}",0.28,0,success,5/31/19 0:05,27978,10020,7.96,83931,10020,2.08,0.608769985,0.605095208,0.66294946,27978
0.658904899,0.595416667,0.737548387,3875,0.072019465,0.44047619,0.039215686,1887,0.20675597,0.40617849,0.138671875,2560,0.261963953,0.468593663,0.181798577,4637,0.805634122,0.700299946,0.94826553,15019,0.656658803,review_body-bow-df_default-ngram12-111909-10020-lda20,review_body-bow-df_default-ngram12-111909-10020-lda20.csv,5.6,0.401055682,0.522192991,0.409100011,27978,CB,{'random_seed': 1},0.55,0,success,5/31/19 0:14,27978,10020,14.71,83931,10020,8.56,0.590928523,0.602934763,0.656658803,27978
0.659235256,0.662239583,0.656258065,3875,0.278222222,0.239571374,0.331743508,1887,0.312047178,0.27437037,0.36171875,2560,0.378669747,0.341968011,0.424196679,4637,0.769084874,0.850379093,0.701977495,15019,0.593502037,review_body-bow-df_default-ngram12-111909-10020-lda20,review_body-bow-df_default-ngram12-111909-10020-lda20.csv,5.6,0.479451855,0.473705686,0.495178899,27978,LRB100,"{'n_jobs': 3, 'c': 1, 'class_weight': 'balanced', 'max_iter': 100, 'verbose': 1}",0.07,0,success,5/31/19 1:13,27978,10020,63.8,83931,10020,58.13,0.614238333,0.64615723,0.593502037,27978
0.619655747,0.567361464,0.682568807,1635,0.083594566,0.186046512,0.053908356,742,0.147265077,0.256723716,0.103244838,1017,0.151724138,0.321428571,0.099297894,1994,0.807680585,0.712902184,0.931524184,7112,0.64672,review_body-bow-df_default-ngram12-50000-10020-lda20,review_body-bow-df_default-ngram12-50000-10020-lda20.csv,2.28,0.361984023,0.40889249,0.374108816,12500,RF,"{'n_jobs': 3, 'verbose': 1}",0.03,0,success,5/31/19 1:16,12500,10020,2.59,37500,10020,0.28,0.581735612,0.563028755,0.64672,12500
0.677598666,0.620988283,0.745565749,1635,0.116129032,0.287234043,0.07277628,742,0.198749131,0.338862559,0.140609636,1017,0.264695276,0.471116816,0.184052156,1994,0.833456335,0.740708352,0.952755906,7112,0.68472,review_body-bow-df_default-ngram12-50000-10020-lda20,review_body-bow-df_default-ngram12-50000-10020-lda20.csv,2.28,0.418125688,0.491782011,0.419151946,12500,lGBM,"{'objective': 'multiclass', 'num_threads': 2, 'seed': 1}",0.13,0,success,5/31/19 1:16,12500,10020,3.06,37500,10020,0.65,0.628121061,0.622431316,0.68472,12500
0.644712991,0.637014925,0.652599388,1635,0.231638418,0.199416342,0.276280323,742,0.286089239,0.257683215,0.321533923,1017,0.359335911,0.328755722,0.396188566,1994,0.789000529,0.852571429,0.734251969,7112,0.60888,review_body-bow-df_default-ngram12-50000-10020-lda20,review_body-bow-df_default-ngram12-50000-10020-lda20.csv,2.28,0.462155418,0.455088327,0.476170834,12500,LRB100,"{'n_jobs': 3, 'c': 1, 'class_weight': 'balanced', 'max_iter': 100, 'verbose': 1}",0.02,0,success,5/31/19 1:26,12500,10020,11.62,37500,10020,9.32,0.627585742,0.653646165,0.60888,12500
0.625108727,0.594266814,0.659327217,1635,0.100208768,0.222222222,0.064690027,742,0.133426966,0.233415233,0.093411996,1017,0.156640182,0.318952234,0.103811434,1994,0.803340191,0.705120034,0.933352081,7112,0.64528,review_body-tfidf-df_default-ngram12-50000-10020-lda20,review_body-tfidf-df_default-ngram12-50000-10020-lda20.csv,3.08,0.363744967,0.414795308,0.370918551,12500,RF,"{'n_jobs': 3, 'verbose': 1}",0.01,0,success,5/31/19 1:29,12500,10020,3.28,37500,10020,0.19,0.580623909,0.561976229,0.64528,12500
0.682196339,0.624048706,0.752293578,1635,0.126745435,0.312169312,0.079514825,742,0.206284153,0.337807606,0.14847591,1017,0.258386867,0.448019802,0.181544634,1994,0.835092918,0.744413869,0.950928009,7112,0.6852,review_body-tfidf-df_default-ngram12-50000-10020-lda20,review_body-tfidf-df_default-ngram12-50000-10020-lda20.csv,3.08,0.421741142,0.493291859,0.422551391,12500,lGBM,"{'objective': 'multiclass', 'num_threads': 2, 'seed': 1}",0.12,0,success,5/31/19 1:30,12500,10020,4.03,37500,10020,0.83,0.629890509,0.622649802,0.6852,12500
0.660146699,0.659743433,0.660550459,1635,0.237068966,0.197486535,0.296495957,742,0.310071041,0.269622093,0.364798427,1017,0.372767857,0.335880933,0.418756269,1994,0.790830064,0.873110243,0.72272216,7112,0.61168,review_body-tfidf-df_default-ngram12-50000-10020-lda20,review_body-tfidf-df_default-ngram12-50000-10020-lda20.csv,3.08,0.474176925,0.467168647,0.492664654,12500,LRB100,"{'n_jobs': 3, 'c': 1, 'class_weight': 'balanced', 'max_iter': 100, 'verbose': 1}",0.01,0,success,5/31/19 1:39,12500,10020,11.85,37500,10020,8.76,0.635061584,0.670298226,0.61168,12500
0.677349058,0.672949567,0.681806452,3875,0.291868132,0.249342846,0.351881293,1887,0.314717365,0.278294806,0.362109375,2560,0.391189427,0.358192901,0.430882036,4637,0.780537474,0.859935897,0.714561555,15019,0.606297805,review_body-tfidf-df_default-ngram12-111909-10020-lda20,review_body-tfidf-df_default-ngram12-111909-10020-lda20.csv,7.67,0.491132291,0.483743204,0.508248142,27978,LRB200,"{'n_jobs': 3, 'c': 1, 'class_weight': 'balanced', 'max_iter': 200, 'verbose': 1}",0.05,0,success,5/31/19 8:03,27978,10020,114.2,83931,10020,106.48,0.62613471,0.656478017,0.606297805,27978
0.653856008,0.649198677,0.658580645,3875,0.262429058,0.22954726,0.306306306,1887,0.310552591,0.277623884,0.35234375,2560,0.368498097,0.336541889,0.407159802,4637,0.772003323,0.843567482,0.711631933,15019,0.593609264,review_body-bow-df_default-ngram12-111909-10020-lda20,review_body-bow-df_default-ngram12-111909-10020-lda20.csv,5.32,0.473467815,0.467295839,0.487204487,27978,LRB200,"{'n_jobs': 3, 'c': 1, 'class_weight': 'balanced', 'max_iter': 200, 'verbose': 1}",0.07,0,success,5/31/19 10:21,27978,10020,136.78,83931,10020,131.39,0.612172202,0.639416772,0.593609264,27978
0.619655747,0.567361464,0.682568807,1635,0.083594566,0.186046512,0.053908356,742,0.147265077,0.256723716,0.103244838,1017,0.151724138,0.321428571,0.099297894,1994,0.807680585,0.712902184,0.931524184,7112,0.64672,review_body-bow-df_default-ngram12-50000-10020-lda20,review_body-bow-df_default-ngram12-50000-10020-lda20.csv,2.42,0.361984023,0.40889249,0.374108816,12500,RF,"{'n_jobs': 3, 'verbose': 1}",0.03,0,success,5/31/19 10:24,12500,10020,2.74,37500,10020,0.29,0.581735612,0.563028755,0.64672,12500
0.642533937,0.633928571,0.651376147,1635,0.221058755,0.194472876,0.25606469,742,0.288478452,0.260938743,0.322517207,1017,0.352406903,0.321991701,0.389167503,1994,0.790788682,0.850712435,0.738751406,7112,0.60904,review_body-bow-df_default-ngram12-50000-10020-lda20,review_body-bow-df_default-ngram12-50000-10020-lda20.csv,2.42,0.459053346,0.452408865,0.471575391,12500,LRB200,"{'n_jobs': 3, 'c': 1, 'class_weight': 'balanced', 'max_iter': 200, 'verbose': 1}",0.03,0,success,5/31/19 10:42,12500,10020,21.06,37500,10020,18.61,0.626779171,0.651077207,0.60904,12500
0.625108727,0.594266814,0.659327217,1635,0.100208768,0.222222222,0.064690027,742,0.133426966,0.233415233,0.093411996,1017,0.156640182,0.318952234,0.103811434,1994,0.803340191,0.705120034,0.933352081,7112,0.64528,review_body-tfidf-df_default-ngram12-50000-10020-lda20,review_body-tfidf-df_default-ngram12-50000-10020-lda20.csv,3.37,0.363744967,0.414795308,0.370918551,12500,RF,"{'n_jobs': 3, 'verbose': 1}",0.02,0,success,5/31/19 10:46,12500,10020,3.61,37500,10020,0.22,0.580623909,0.561976229,0.64528,12500
0.660561661,0.659354052,0.6617737,1635,0.231101512,0.192792793,0.288409704,742,0.305695142,0.26622903,0.358898722,1017,0.369299221,0.331867253,0.416248746,1994,0.788975287,0.871873405,0.720472441,7112,0.6092,review_body-tfidf-df_default-ngram12-50000-10020-lda20,review_body-tfidf-df_default-ngram12-50000-10020-lda20.csv,3.37,0.471126565,0.464423307,0.489160663,12500,LRB200,"{'n_jobs': 3, 'c': 1, 'class_weight': 'balanced', 'max_iter': 200, 'verbose': 1}",0.02,0,success,5/31/19 11:04,12500,10020,21.4,37500,10020,18.01,0.632796999,0.668348641,0.6092,12500
