1_f1-score,1_precision,1_recall,1_support,2_f1-score,2_precision,2_recall,2_support,3_f1-score,3_precision,3_recall,3_support,4_f1-score,4_precision,4_recall,4_support,5_f1-score,5_precision,5_recall,5_support,accuracy,description,macro avg_f1-score,macro avg_precision,macro avg_recall,macro avg_support,model_name,parm,predict_time_min,score_time_min,status,status_date,test_examples,test_features,total_time_min,train_examples,train_features,train_time_min,weighted avg_f1-score,weighted avg_precision,weighted avg_recall,weighted avg_support
0.942194448,0.900528371,0.987903226,3968,0.806572499,0.875469337,0.747728487,1871,0.870176849,0.885480573,0.855393125,2531,0.868258179,0.91433892,0.826599327,4752,0.972060381,0.958417651,0.986097119,14889,0.9315626,review_body-bow-df90-ngram13-112043,0.891852471,0.90684697,0.880744257,28011,KNN,"{'n_jobs': 7, 'n_neighbors': 5}",0.6,0,success,5/22/19 22:30,28011,57,0.8,84032,57,0.2,0.929960094,0.930608332,0.9315626,28011
1,1,1,3968,1,1,1,1871,1,1,1,2531,1,1,1,4752,1,1,1,14889,1,review_body-bow-df90-ngram13-112043,1,1,1,28011,LR,"{'n_jobs': 7, 'c': 1, 'max_iter': 300}",0,0,success,5/22/19 22:30,28011,57,0.2,84032,57,0.2,1,1,1,28011
1,1,1,3968,1,1,1,1871,1,1,1,2531,1,1,1,4752,1,1,1,14889,1,review_body-tfidf-df90-ngram13-112043,1,1,1,28011,KNN,"{'n_jobs': 7, 'n_neighbors': 5}",0.3,0,success,5/22/19 22:30,28011,57,0.4,84032,57,0.1,1,1,1,28011
1,1,1,3968,1,1,1,1871,1,1,1,2531,1,1,1,4752,1,1,1,14889,1,review_body-tfidf-df90-ngram13-112043,1,1,1,28011,LR,"{'n_jobs': 7, 'c': 1, 'max_iter': 300}",0,0,success,5/22/19 22:31,28011,57,0.2,84032,57,0.2,1,1,1,28011
1,1,1,3968,1,1,1,1871,1,1,1,2531,1,1,1,4752,1,1,1,14889,1,review_body-bowlda-df90-ngram13-112043,1,1,1,28011,KNN,"{'n_jobs': 7, 'n_neighbors': 5}",0.1,0,success,5/22/19 22:31,28011,21,0.1,84032,21,0,1,1,1,28011
1,1,1,3968,1,1,1,1871,1,1,1,2531,1,1,1,4752,1,1,1,14889,1,review_body-bowlda-df90-ngram13-112043,1,1,1,28011,LR,"{'n_jobs': 7, 'c': 1, 'max_iter': 300}",0,0,success,5/22/19 22:31,28011,21,0.1,84032,21,0.1,1,1,1,28011
1,1,1,3968,1,1,1,1871,1,1,1,2531,1,1,1,4752,1,1,1,14889,1,review_body-tfidflda-df90-ngram13-112043,1,1,1,28011,KNN,"{'n_jobs': 7, 'n_neighbors': 5}",0,0,success,5/22/19 22:31,28011,21,0,84032,21,0,1,1,1,28011
1,1,1,3968,1,1,1,1871,1,1,1,2531,1,1,1,4752,1,1,1,14889,1,review_body-tfidflda-df90-ngram13-112043,1,1,1,28011,LR,"{'n_jobs': 7, 'c': 1, 'max_iter': 300}",0,0,success,5/22/19 22:31,28011,21,0.1,84032,21,0.1,1,1,1,28011
