data_dir,data_file,class_column,dtype,drop_columns,model_name,smote,status,status_date,message
dataset/feature_files,review_body-fasttext-111909-1600-nolda.csv,star_rating,,"helpful_votes, total_votes, helpful_product",lGBM,No,success,2019-06-12 08:42:36,[Errno 2] File b'dataset/feature_files/review_body-fasttext-111909-1600-nolda.csv' does not exist: b'dataset/feature_files/review_body-fasttext-111909-1600-nolda.csv'
dataset/feature_files,review_body-fasttext-111909-1600-nolda.csv,star_rating,,"helpful_votes, total_votes, helpful_product",CB,No,success,2019-06-12 08:57:58,[Errno 2] File b'dataset/feature_files/review_body-fasttext-111909-1600-nolda.csv' does not exist: b'dataset/feature_files/review_body-fasttext-111909-1600-nolda.csv'
dataset/feature_files,review_body-fasttext-111909-1600-nolda.csv,star_rating,,"helpful_votes, total_votes, helpful_product",LRB100,No,success,2019-06-12 09:00:50,[Errno 2] File b'dataset/feature_files/review_body-fasttext-111909-1600-nolda.csv' does not exist: b'dataset/feature_files/review_body-fasttext-111909-1600-nolda.csv'
dataset/feature_files,review_body-word2vec-111909-1600-nolda.csv,star_rating,,"helpful_votes, total_votes, helpful_product",lGBM,No,success,2019-06-12 09:05:36,[Errno 2] File b'dataset/feature_files/review_body-word2vec-111909-1600-nolda.csv' does not exist: b'dataset/feature_files/review_body-word2vec-111909-1600-nolda.csv'
dataset/feature_files,review_body-word2vec-111909-1600-nolda.csv,star_rating,,"helpful_votes, total_votes, helpful_product",CB,No,success,2019-06-12 09:19:15,[Errno 2] File b'dataset/feature_files/review_body-word2vec-111909-1600-nolda.csv' does not exist: b'dataset/feature_files/review_body-word2vec-111909-1600-nolda.csv'
dataset/feature_files,review_body-word2vec-111909-1600-nolda.csv,star_rating,,"helpful_votes, total_votes, helpful_product",LRB100,No,success,2019-06-12 09:22:13,[Errno 2] File b'dataset/feature_files/review_body-word2vec-111909-1600-nolda.csv' does not exist: b'dataset/feature_files/review_body-word2vec-111909-1600-nolda.csv'
