data_dir,data_file,class_column,dtype,drop_columns,model_name,smote,status,status_date
dataset/feature_files,review_body-fasttext-111909-800-nolda.csv,star_rating,,"helpful_votes, total_votes, helpful_product",lGBM,No,success,2019-06-09 23:18:23
dataset/feature_files,review_body-fasttext-111909-800-nolda.csv,star_rating,,"helpful_votes, total_votes, helpful_product",CB,No,success,2019-06-09 23:27:14
dataset/feature_files,review_body-fasttext-111909-800-nolda.csv,star_rating,,"helpful_votes, total_votes, helpful_product",LRB100,No,success,2019-06-09 23:29:03
dataset/feature_files,review_body-word2vec-111909-800-nolda.csv,star_rating,,"helpful_votes, total_votes, helpful_product",lGBM,No,success,2019-06-09 23:31:31
dataset/feature_files,review_body-word2vec-111909-800-nolda.csv,star_rating,,"helpful_votes, total_votes, helpful_product",CB,No,success,2019-06-09 23:40:39
dataset/feature_files,review_body-word2vec-111909-800-nolda.csv,star_rating,,"helpful_votes, total_votes, helpful_product",LRB100,No,success,2019-06-09 23:42:29
