data_dir,data_file,description,fn_name,lda_topics,min_df,max_df,min_ngram_range,max_ngram_range,max_features,feature_size,window_context,min_word_count,sample,iterations,feature_columns,y,status,status_date,message
../dataset/amazon_reviews,amazon_reviews_us_Wireless_v1_00-100k-preprocessed.csv,bow-df_none-ngram11,generate_bow_file,,,,1.0,1.0,10000.0,,,,,,review_body,"star_rating, helpful_votes, total_votes",failed,2019-11-02 10:16:53,"int() argument must be a string, a bytes-like object or a number, not 'NoneType'"
../dataset/amazon_reviews,amazon_reviews_us_Wireless_v1_00-100k-preprocessed.csv,tfidf-df_none-ngram11,generate_tfidf_file,,,,1.0,1.0,10000.0,,,,,,review_body,"star_rating, helpful_votes, total_votes",failed,2019-11-02 10:28:49,local variable 'lda_start_time' referenced before assignment
../dataset/amazon_reviews,amazon_reviews_us_Wireless_v1_00-100k-preprocessed.csv,bow-df_90-ngram22,generate_bow_file,,,,2.0,2.0,10000.0,,,,,,review_body,"star_rating, helpful_votes, total_votes",failed,2019-11-02 10:28:56,"int() argument must be a string, a bytes-like object or a number, not 'NoneType'"
../dataset/amazon_reviews,amazon_reviews_us_Wireless_v1_00-100k-preprocessed.csv,tfidf-df_90-ngram22,generate_tfidf_file,,,,2.0,2.0,10000.0,,,,,,review_body,"star_rating, helpful_votes, total_votes",failed,2019-11-02 10:41:09,local variable 'lda_start_time' referenced before assignment
../dataset/amazon_reviews,amazon_reviews_us_Wireless_v1_00-100k-preprocessed.csv,word2vec_pretrained,generate_word2vec_file,,,,,,,100.0,5.0,5.0,0.001,5.0,review_body,"star_rating, helpful_votes, total_votes",success,2019-11-02 11:07:06,
../dataset/amazon_reviews,amazon_reviews_us_Wireless_v1_00-100k-preprocessed.csv,word2vec,generate_word2vec_file,,,,,,,100.0,5.0,5.0,0.001,5.0,review_body,"star_rating, helpful_votes, total_votes",success,2019-11-02 11:31:02,
../dataset/amazon_reviews,amazon_reviews_us_Wireless_v1_00-100k-preprocessed.csv,fasttext,generate_fasttext_file,,,,,,,100.0,5.0,5.0,0.001,5.0,review_body,"star_rating, helpful_votes, total_votes",success,2019-11-02 11:53:29,
